1.1800712	0.9876584	0.40106833	0.7047167	-0.05479402	-2.0339246	3.383483	-1.5647801	-0.9040072	-1.5147207
-0.47270286	2.1388404	0.7093133	0.90728676	0.80290735	1.1764878	0.7326811	-1.3127126	-0.61798465	-0.128893
-1.3148001	0.19701499	2.2630951	0.41219997	1.6502113	0.23631163	2.5376117	-1.1197138	-0.17644653	-1.4349895
3.5038345	0.9264874	-0.76933736	1.0542145	3.217837	0.14337504	-1.0511672	-1.7904861	-0.012231241	-0.7816181
2.3102405	-0.33886898	2.6437898	0.2046725	1.8195952	0.19729987	1.1968781	2.472143	0.026883638	1.3526546
3.7263563	0.36046737	-1.6991273	1.2851869	-0.88324434	0.21588804	4.486907	-1.3047584	-0.037881553	-3.0804873
0.68275183	1.9028735	0.70260304	-1.00705	2.3577044	-0.59281105	-0.8985985	0.70066756	-0.20042652	-1.1215321
-0.99485534	-0.27772194	-0.80174136	-0.54393965	-0.21066336	-0.48574606	-0.0024011363	-0.2770605	-2.0364168	0.3048214
-1.1906482	-1.3141526	0.16302048	0.13609374	-0.34891555	0.7392501	1.5754962	-2.983725	-3.3007886	0.62960166
1.3759199	-0.16704218	0.25099647	-0.32470477	0.4269549	0.01066011	1.0255185	0.29061458	-0.62292314	0.3789625
0.10523625	1.7112168	-1.1002598	4.31206	1.8315412	1.3697121	0.3005734	-1.4127128	-3.4252086	-0.30090123
1.9740417	-0.97239274	0.037681773	0.66261643	0.002801137	-0.34842774	1.7719454	-1.3671162	-0.12574919	-0.88112533
-0.11636598	-1.3046608	0.5071425	0.28659502	-0.29136243	-1.1233274	3.6173296	0.93451494	-1.4301139	0.19191128
1.5856744	-0.1704333	0.005754113	0.8142526	1.5447711	-0.35579097	0.77977324	-0.84574276	-0.46702978	-0.8863431
1.8743404	1.9943805	-2.8837297	3.143586	3.0865917	1.0023975	0.6159233	-1.6071085	-1.738786	-1.4899337
2.552819	2.3260021	-2.0759797	1.0001793	2.056283	-0.41874683	-0.5759311	-0.7409923	-1.3549064	-1.5246451
0.9163975	-0.7197203	1.8101745	0.036357455	0.37011242	-0.43384713	0.960205	1.0723586	-2.2906744	0.49684012
2.366669	-3.120371	0.45268923	-1.2229961	-0.26459223	1.2082951	1.4482063	0.7068385	-2.0335803	-2.0752661
0.9708434	0.48499486	2.1964266	-0.73708767	0.031118564	0.9029823	0.6000014	-1.0188886	-1.1009439	1.7530383
1.493914	-1.916316	0.7376261	0.33447638	-0.644942	1.7047651	0.8275677	0.78836566	-0.7829184	0.069129
0.5923939	1.8875403	0.85828996	2.5851135	1.833383	0.2462664	-1.3828644	-1.5651042	-2.4339235	-2.3964145
0.9141941	0.6294776	0.9581788	-0.87169623	-0.82442135	-0.1793199	0.19184142	0.9192905	-0.81902003	0.05315561
0.47370845	1.6141733	-1.6413522	0.571728	4.555263	2.6020858	1.155622	-0.68726116	-0.16564131	-3.5008197
1.8038268	-1.9052225	-0.8940601	-2.6723878	-0.3078258	-1.110047	-0.5897698	-2.5368989	-3.793097	2.9108021
0.89171207	-0.33924183	0.08566522	0.8675213	0.33449233	-0.20045675	1.3661177	-0.7881405	-0.53669715	-1.8345041
2.571528	1.1762872	-0.7264019	0.27210107	1.0434179	3.8002598	1.0761793	1.2827641	0.35086975	-1.79548
1.8145931	-0.6608231	0.5193538	-0.3673452	0.3713513	0.60565734	0.34548134	1.9482399	-1.4789248	-0.1929202
1.4067928	0.44669405	0.7570697	0.48385265	-0.29773438	0.09292717	1.5890065	-0.2745799	-0.7241711	-0.66733515
0.83629066	0.58853257	1.673156	0.29159117	0.53969175	0.7937826	1.59552	-0.12926239	-1.2540106	1.5525637
3.1179192	0.045620874	0.28881073	-1.2240671	-1.3578929	0.08996488	0.4277322	0.9189023	-1.6493641	-1.413355
-0.48420966	0.7949164	3.4707294	-0.53182137	3.2235005	-0.5713349	1.0472887	-2.2254822	0.6585643	-2.56659
3.3549166	2.997565	-3.8991573	1.3831784	-0.8802835	-0.48783097	0.98620427	-1.0958083	-2.5776742	-0.20774251
1.0300902	3.1789982	1.6375084	-1.1520888	2.6332948	-0.8051175	1.5069963	-0.5413924	1.4254577	0.30822003
1.6790705	0.18582574	3.261144	-0.8007971	0.046964936	1.1992351	-0.7038663	0.15557514	-1.9190571	0.7796464
4.5290422	0.62908286	2.494373	2.4236586	1.8650134	0.5422392	-1.3951429	3.26071	-1.809019	1.0442878
1.416526	2.2389183	1.1414211	0.7851871	2.2202663	0.73919946	0.61154413	-0.28080934	0.4989732	-0.33989263
0.07708395	-0.52853644	0.100254275	-3.9460495	-1.8669719	-1.0324094	2.8718898	-2.7935367	-1.7395773	0.9340432
1.3379414	0.882449	0.20151742	0.29725197	1.7163852	3.0668242	1.310037	-0.26649913	0.6944282	0.4825763
-0.41597217	-0.6886916	0.56560886	-0.38227072	-0.04397903	-1.2496856	-0.4616021	0.3479566	-3.3421993	0.54722065
3.7809575	3.1237319	1.5347735	1.4645991	1.3426472	1.080757	0.66830754	1.1750197	1.1372734	-0.24985483
1.9405218	-1.2783449	-0.93667674	0.08201552	0.041770443	1.6140276	2.190083	-0.8104663	-1.0248408	-0.29180953
-0.6434032	0.31041613	1.7781513	0.94292957	1.6868745	-0.32944387	0.4678655	-0.5386464	-0.8762894	-0.829002
0.40327403	1.228376	0.31947276	-1.3998175	1.4917041	-2.8633235	2.7894123	-0.29180604	0.532187	-1.5595201
1.6124836	-0.49744627	-2.975586	0.93259907	1.3697186	1.5010521	0.033556283	-0.53229564	-2.2689579	-0.58257616
2.1508956	-0.073020086	1.6828134	0.33142427	-0.5938536	-2.361698	1.5499858	-0.95175016	-0.41660872	0.26510507
1.6891124	0.05437715	1.817366	0.3471776	-0.7036143	1.3203368	1.8163512	1.238292	-1.8410366	2.3925018
1.0932004	-0.27989304	1.1388601	0.08946278	-0.73811185	0.24497126	1.1211051	-1.0259202	-0.9434615	-0.2728972
0.6572642	-1.6413802	-0.8273693	-0.989993	0.39655533	0.8498759	0.7648866	1.0943446	-0.9287767	-0.36711764
1.3543025	0.9682794	2.7747388	-0.09798925	2.166193	0.9990579	1.1575661	1.2712939	0.8699103	-0.93205124
1.0190123	0.5621731	1.1043918	-0.4796644	1.6079633	-1.3555409	0.83784735	-0.92474264	-0.1659534	0.97978836
2.1754565	-0.34196377	0.75452906	1.4028157	0.45720455	0.62058157	1.911672	0.8415589	-1.5034118	0.711073
1.8363239	2.2128818	-3.20346	0.2077401	1.1406434	0.16105613	2.7514029	4.150163	-1.8131268	0.5189628
-2.0724604	1.869683	-0.08273021	-0.7561234	2.381427	1.6845236	2.0401483	0.6697611	-0.7015562	-1.6066512
1.4025775	-1.07412	-1.3247948	0.30523622	3.2192726	2.7233272	0.8736253	0.07060214	-0.15598927	-3.7195628
-1.2946837	4.614113	0.18979955	-0.40130386	-1.282463	-0.14446947	4.7667837	1.5572027	-2.131524	3.2672136
1.5102521	-0.6322749	1.9441204	3.009688	3.1884508	-1.0761062	1.7749739	-0.5840434	-0.43895772	-1.391191
0.107866645	-0.23231426	0.613328	-0.04959829	-1.2768995	-0.056089327	0.2186137	-1.2618961	-1.8226863	-0.9453736
