3.1514976	-0.2277078	0.33401206
1.8647037	-0.44352308	0.3023437
2.6953561	-0.68133986	-0.09927729
2.857773	-0.88893163	0.11875537
0.3401606	0.56731343	1.6568063
2.9112847	1.4106771	0.56565505
2.0499187	-2.0098968	-0.2949004
-0.35504735	0.45116886	0.87586814
-0.23226626	1.812324	1.9984344
0.60998255	0.09305913	1.5434517
3.5773451	2.9382186	1.464588
1.5985895	1.0509064	0.74113965
1.1409659	1.2433256	1.4950608
1.9554514	-0.08484361	0.6580164
4.763044	1.937933	0.731051
2.1918666	-0.48204955	0.50004965
-0.8323936	1.0846039	2.3705866
-0.83268064	-0.6095997	2.407542
-0.37394887	-0.9436289	1.98181
-1.4578061	0.53331125	1.8477349
2.2658856	-1.9666371	0.15371537
-0.9543438	-0.32367355	1.224085
4.1879206	-1.3545085	-0.42803884
-2.1865718	1.0955598	3.5293846
1.5167364	-0.04593606	0.28108093
1.3284501	-0.74449563	0.57402635
-0.65214014	0.07322976	2.624275
1.1684517	-0.14935541	1.0117695
0.61226135	1.199392	1.9592407
-1.2633519	-1.8125091	2.2812865
4.0570726	-3.0134857	-0.7378098
1.3359226	1.2752498	1.5770428
3.5529654	-1.7979712	-0.2818364
-1.5759073	-0.6811334	2.7373698
-0.70068836	0.064707905	2.1817462
2.5836873	-0.4203155	0.31805018
-0.9959728	-1.5168358	1.6339735
1.8974017	0.3027152	0.719607
-0.90442276	0.73621184	1.9928753
2.087966	-1.3090118	-0.046764247
1.2530063	1.1820732	1.9587367
3.021311	-0.9619134	-0.14793237
3.497419	-1.4808607	-0.38666877
1.6479253	1.6700438	1.4725511
1.1783724	-0.29601508	0.7386363
-0.4843812	1.4300268	3.5237231
-0.2016875	-0.22374311	0.8400939
-1.161192	0.6321109	1.2745172
2.3019805	-1.1423107	0.30254483
2.228712	-1.0839761	0.23734945
1.3533753	1.7215749	2.3513703
1.224736	2.075398	1.8187128
1.397078	-1.4756088	0.10595955
2.6121447	-0.6134555	-0.123925745
-0.31174695	1.6782036	2.713265
4.1446404	0.19138977	0.09598228
-1.2418557	-0.91384023	1.9205561
-0.8936034	1.5818619	3.7323349
2.6163447	0.17031656	0.4837874
0.12002121	1.7416155	1.5298495
1.4855988	-3.095504	-0.06461218
-2.2501094	0.4077575	4.4051714
0.3890331	-0.72830874	1.3320884
-1.9568516	0.74437803	4.1449747
-0.51279837	1.3195204	2.109014
-0.023681348	2.1251388	3.4169571
-0.22181642	-0.8895396	1.4655427
1.3619193	0.65425044	1.5651519
2.184907	0.57701373	0.7375631
0.7335632	-0.28987664	0.6967483
2.732395	1.9749167	0.9569557
2.1009736	-0.3903914	0.26388994
-1.3474185	0.55983	1.4144845
-0.8746697	0.2603936	1.9051349
-0.63979405	-1.2327516	1.4407777
-0.98953015	-2.160647	1.0883722
3.2664073	0.48981988	0.33362702
0.15269776	0.07563822	1.124981
2.77087	2.1369684	1.1862165
-0.9933062	0.46372223	2.3982496
-1.0695986	0.7192898	1.7192106
-0.0738364	0.2297067	1.865115
1.9437319	0.40769237	0.9273273
1.845443	-0.7176754	0.29587898
1.6225121	-0.21868055	0.7888836
-1.0039295	-1.59978	1.6917521
1.2111063	-1.6049784	0.36808142
0.36215493	-1.6377286	0.7612808
2.1403968	1.9894873	2.0090873
-0.07896193	-0.14261818	1.4270955
0.88514984	2.8945785	1.7985626
0.092789136	-0.49907088	1.0243706
3.2519152	0.22269756	0.082403414
-1.5822322	1.1160958	3.645754
3.001118	-0.38572168	-0.023962123
0.20330945	0.33222067	1.417703
0.4784672	2.3778558	1.9526713
1.5762683	0.22277328	0.91678375
-2.6399415	0.4508266	4.7127934
0.08935299	-2.4413931	1.164472
-0.053169634	-0.7542322	0.8271701
3.0571651	1.8514183	1.0716869
-1.0495583	0.9659781	2.463226
-1.7652476	0.6709453	2.375525
0.32179043	-1.3058511	0.9102467
-0.33633497	-2.8362598	1.4281303
-0.9207985	0.22881	2.2966506
-1.5287764	-0.22041683	2.945996
2.679485	-0.5335702	0.16318066
-1.0474128	-0.16129194	1.5303535
-1.1659746	-1.3158959	2.1010208
2.1606565	1.4128671	1.2021198
2.684165	0.8532331	1.0410067
2.176893	-0.20683344	0.5823655
-1.3158149	-1.2827001	1.6178807
-1.4806143	-0.40969124	2.0209706
1.9332795	2.9210148	1.9959204
2.0422769	0.8392043	1.0184327
1.2054752	-0.9881583	1.0221734
1.1052002	1.3796895	1.7539788
3.641882	0.31566396	0.19452989
-1.6558337	-1.5211236	1.8418765
2.9318378	-1.6067063	-0.25730622
2.1179368	0.0039106957	0.41108608
-3.1178668	-0.8211344	5.3188896
-0.5059604	-0.919137	1.2716073
0.85605484	-1.1415218	1.1715887
-0.011431729	-0.61626756	0.8567069
-0.67107016	0.16585216	1.2765388
-1.0979407	-0.085723065	2.0806208
-0.13656908	1.3462327	2.247557
2.419252	-1.302693	0.20685318
2.6197014	2.3684175	1.795883
3.4474385	0.4070391	0.38391143
1.4130505	-2.1085572	0.4948598
-0.9123412	-1.8711891	1.5928237
0.9201259	-0.7986715	0.5479575
3.7389708	2.4684937	1.2222044
2.4666317	0.44379202	0.6084519
1.2525083	-1.5358875	0.093207486
2.6042144	-1.2776912	0.025502972
0.5747984	0.01232383	1.0409938
1.7209531	1.0866418	1.2395656
3.3833323	-0.33653715	0.24479902
-0.936511	0.54366326	2.1332943
0.523884	0.025356106	1.276741
1.1595328	-0.5195537	1.2428051
3.4448452	1.122394	0.5199309
2.3374999	-0.84703183	0.19472006
0.6243201	1.7483675	1.4466337
-1.1748595	-1.0977215	2.2890532
-1.2003789	0.5773618	3.4589126
-1.6096672	0.5109506	3.166726
-0.5592778	0.43205202	1.8322744
0.7373935	-0.47260222	0.9833834
3.6841478	2.5039737	1.2288326
-0.020934032	-0.9717378	1.2716441
-1.0851728	0.9210979	3.3325758
-0.028413467	-2.437038	1.3212208
-1.239577	-2.7268224	2.2307634
0.8151275	-0.18748377	1.1051724
0.88889074	0.6303923	1.1951798
3.385742	-1.6722708	-0.4418299
-0.89477724	0.88604164	2.8556323
5.005598	1.6691059	0.47919485
-0.35023823	-0.720107	1.5889397
-1.5505067	-1.2930024	1.6325307
0.6030957	-3.0812428	1.1545056
0.97713685	-0.012858409	0.9649836
2.2218337	-2.144213	-0.23970099
-1.1777908	-0.41305003	2.487976
-0.4822838	-0.2000881	1.5807484
-0.2598902	0.46575087	1.4963455
-0.9300054	1.7981777	2.732187
